No;DATE;PM10;MPM10;NO;MNO;NO2;MNO2;NOX;MNOX;GRAD;MGRAD;TempAir;MTEMP;HUMAIR;MHUM;FF;MFF;DD;MDD;RAIN;MRAIN;SCODE
2325;15/05/2018;114.89;  ;15.68;  ;50.26;  ;35.67;  ;112.66;  ;29.63;  ;69.53;  ;0.46;  ;98.47;  ;0;  ;HIJPR
2326;16/05/2018;85.88;  ;13.62;  ;37.2;  ;25.4;  ;94.31;  ;29.73;  ;75.31;  ;0.37;  ;99.42;  ;0;  ;HIJPR
2327;17/05/2018;59.91;  ;6.48;  ;37.04;  ;22.87;  ;75.11;  ;29;  ;77.47;  ;0.26;  ;86.28;  ;0;  ;HIJPR
2328;18/05/2018;64.58;  ;4.83;  ;26.42;  ;16.46;  ;125.91;  ;29.75;  ;74.82;  ;0.37;  ;82.36;  ;0;  ;HIJPR
2329;19/05/2018;57.15;  ;6.13;  ;34.81;  ;21.52;  ;118.28;  ;28.76;  ;78.72;  ;0.71;  ;199.39;  ;0;  ;HIJPR
2330;20/05/2018;59.6;  ;11.02;  ;33.68;  ;24.62;  ;132.33;  ;29.08;  ;75.67;  ;0.46;  ;86.5;  ;0;  ;HIJPR
2331;21/05/2018;71.21;  ;7.5;  ;32.92;  ;21.62;  ;118.6;  ;29.41;  ;74.84;  ;0.55;  ;121.6;  ;0;  ;HIJPR
2332;22/05/2018;67.26;  ;6.26;  ;24.88;  ;17.23;  ;127.38;  ;29.54;  ;74.54;  ;0.39;  ;64.11;  ;0;  ;HIJPR
2333;23/05/2018;54.2;  ;9.31;  ;29.52;  ;21.48;  ;61.87;  ;28.36;  ;77.76;  ;0.52;  ;152.78;  ;0.15;  ;HIJPR
2334;24/05/2018;40.19;  ;11.87;  ;27.49;  ;22.25;  ;130.33;  ;28.69;  ;75.67;  ;0.38;  ;104.82;  ;0;  ;HIJPR
2335;25/05/2018;60.42;  ;9.08;  ;36.28;  ;24.44;  ;55.5;  ;27.84;  ;87.42;  ;0.25;  ;74.19;  ;0.02;  ;HIJPR
2336;26/05/2018;73.46;  ;15.43;  ;33.63;  ;27.65;  ;131.24;  ;29.42;  ;75.79;  ;0.26;  ;66.92;  ;0;  ;HIJPR
2337;27/05/2018;67.52;  ;7.86;  ;33.04;  ;19.52;  ;126.18;  ;30.07;  ;70.38;  ;0.74;  ;226.4;  ;0;  ;HIJPR
2338;28/05/2018;81.65;  ;31.96;  ;70.67;  ;41.22;  ;114.42;  ;29.99;  ;73.26;  ;0.72;  ;237.66;  ;0;  ;HIJPR
2339;29/05/2018;98.94;  ;---;4) ;53.27;  ;22.44;  ;141.57;  ;29.74;  ;71.54;  ;0.46;  ;98.93;  ;0;  ;HIJPR
2340;30/05/2018;98.91;  ;21.66;  ;57.65;  ;28.27;  ;118.55;  ;29.92;  ;71.11;  ;0.71;  ;242.03;  ;0;  ;HIJPR
2341;31/05/2018;98.22;  ;11.21;  ;60.72;  ;33.34;  ;109;  ;29.6;  ;71.85;  ;0.71;  ;227.59;  ;0;  ;HIJPR
2342;01/06/2018;85.73;  ;12.33;  ;50.28;  ;33.43;  ;161.95;  ;29.94;  ;64.77;  ;0.79;  ;201.62;  ;0;  ;HIJPR
2343;02/06/2018;92.9;  ;17.8;  ;46.15;  ;22.76;  ;104.4;  ;29.41;  ;74.46;  ;0.43;  ;113.77;  ;0;  ;HIJPR
2344;03/06/2018;105.25;  ;9.72;  ;44.75;  ;21.84;  ;102.93;  ;29.44;  ;75.45;  ;0.36;  ;76.52;  ;0;  ;HIJPR
2345;04/06/2018;90.33;  ;16.92;  ;47.2;  ;24.5;  ;123.54;  ;29.47;  ;76.01;  ;0.4;  ;114.93;  ;0;  ;HIJPR
2346;05/06/2018;89.64;  ;30.34;  ;40.6;  ;26.03;  ;101.46;  ;29.66;  ;77.78;  ;0.33;  ;75.01;  ;0;  ;HIJPR
2347;06/06/2018;84.44;  ;8.82;  ;41.22;  ;19.08;  ;108.95;  ;29.77;  ;79.03;  ;0.52;  ;159.58;  ;0;  ;HIJPR
2348;07/06/2018;87.58;  ;14.37;  ;44.17;  ;21.92;  ;121.83;  ;29.92;  ;76.22;  ;0.52;  ;167.69;  ;0;  ;HIJPR
2349;08/06/2018;88.74;  ;---;4) ;48.53;  ;24.39;  ;115.32;  ;29.74;  ;72.26;  ;0.62;  ;175.85;  ;0;  ;HIJPR
2350;09/06/2018;95.27;  ;19.71;  ;49.64;  ;26.07;  ;133.12;  ;29.84;  ;73.04;  ;0.66;  ;196.18;  ;0;  ;HIJPR
2351;10/06/2018;97.5;  ;10.57;  ;51.02;  ;24.07;  ;102.81;  ;30.04;  ;69.52;  ;0.53;  ;193.37;  ;0;  ;HIJPR
2352;11/06/2018;92.34;  ;---;4) ;37.08;  ;15.76;  ;133.34;  ;30.32;  ;65.99;  ;0.32;  ;77.6;  ;0;  ;HIJPR
2353;12/06/2018;74.03;  ;---;4) ;46.37;  ;20.84;  ;110.75;  ;29.53;  ;70.26;  ;0.77;  ;205.03;  ;0;  ;HIJPR
2354;13/06/2018;59.57;  ;---;4) ;33.59;  ;14.76;  ;132.89;  ;30.04;  ;67.61;  ;0.61;  ;141.82;  ;0;  ;HIJPR
2355;14/06/2018;57.57;  ;---;4) ;21.33;  ;7.99;  ;143.87;  ;30.34;  ;67.45;  ;0.49;  ;109.44;  ;0;  ;HIJPR
2356;15/06/2018;59.26;  ;---;4) ;32.12;  ;13.53;  ;93.24;  ;29.18;  ;70.79;  ;0.51;  ;201.07;  ;0.07;  ;HIJPR
2357;16/06/2018;64.89;  ;1.31;  ;30.77;  ;12.73;  ;139.81;  ;29.1;  ;72.49;  ;0.39;  ;87.65;  ;0;  ;HIJPR
2358;17/06/2018;48.52;  ;0;  ;20.61;  ;7.34;  ;148.45;  ;29.5;  ;66.41;  ;0.41;  ;75.04;  ;0;  ;HIJPR
2359;18/06/2018;45.18;  ;0.86;  ;21.86;  ;10.03;  ;155.42;  ;29.15;  ;66.29;  ;0.38;  ;77.53;  ;0;  ;HIJPR
2360;19/06/2018;57.1;  ;2.04;  ;26.98;  ;13.49;  ;152.41;  ;29.27;  ;62.04;  ;0.43;  ;116.6;  ;0;  ;HIJPR
2361;20/06/2018;66.49;  ;1.21;  ;25.26;  ;10.68;  ;108.92;  ;29.49;  ;65.81;  ;0.5;  ;82.62;  ;0;  ;HIJPR
2362;21/06/2018;39.83;  ;0.08;  ;15.08;  ;5.91;  ;113.14;  ;28.96;  ;71.49;  ;0.4;  ;63.59;  ;0.01;  ;HIJPR
2363;22/06/2018;71.64;  ;3.96;  ;29.85;  ;15.71;  ;116.88;  ;28.87;  ;74.06;  ;0.39;  ;84.24;  ;0;  ;HIJPR
2364;23/06/2018;67.23;  ;1.33;  ;28.2;  ;13.3;  ;142.21;  ;29.49;  ;69.48;  ;0.44;  ;79.49;  ;0;  ;HIJPR
2365;24/06/2018;44.13;  ;0.59;  ;38.69;  ;17.33;  ;98.54;  ;28.39;  ;72.19;  ;0.82;  ;207.05;  ;0;  ;HIJPR
2366;25/06/2018;31.21;  ;13.22;  ;48.53;  ;34.31;  ;20.91;  ;24.87;  ;92.9;  ;0.51;  ;171.67;  ;0.16;  ;HIJPR
2367;26/06/2018;61.32;  ;37.52;  ;68.09;  ;56.61;  ;72.07;  ;26.18;  ;79.28;  ;0.57;  ;225.26;  ;0.18;  ;HIJPR
2368;27/06/2018;62.79;  ;14.5;  ;59.1;  ;37.18;  ;127.09;  ;28.08;  ;70.25;  ;0.4;  ;119.06;  ;0;  ;HIJPR
2369;28/06/2018;81.06;  ;7.99;  ;50.55;  ;25.94;  ;13.12;  ;26.62;  ;85.5;  ;0.44;  ;161.79;  ;0;  ;HIJPR
2370;29/06/2018;96.65;  ;19.5;  ;61.12;  ;32.66;  ;124.42;  ;28.37;  ;75.04;  ;0.64;  ;231.33;  ;0;  ;HIJPR
2371;30/06/2018;80.92;  ;4.01;  ;52.74;  ;24.03;  ;107.28;  ;28.82;  ;72.76;  ;0.65;  ;213.68;  ;0;  ;HIJPR
2372;01/07/2018;104.05;  ;10.98;  ;53.93;  ;26.56;  ;129.16;  ;28.69;  ;69.35;  ;0.48;  ;138.61;  ;0;  ;HIJPR
2373;02/07/2018;89.56;  ;18.89;  ;53.79;  ;29.21;  ;125.94;  ;28.64;  ;69.8;  ;0.43;  ;97.07;  ;0;  ;HIJPR
2374;03/07/2018;118.96;  ;13.21;  ;57.62;  ;30;  ;105.65;  ;28.77;  ;71.85;  ;0.7;  ;224.12;  ;0;  ;HIJPR
2375;04/07/2018;109.12;  ;8.93;  ;52.92;  ;27.25;  ;77.27;  ;28.79;  ;65.56;  ;0.58;  ;180.17;  ;0;  ;HIJPR
2376;05/07/2018;61.41;  ;5.91;  ;48.18;  ;24.89;  ;108.4;  ;29.04;  ;56.82;  ;0.94;  ;217.04;  ;0;  ;HIJPR
2377;06/07/2018;56.66;  ;17.98;  ;54.38;  ;33.65;  ;155.61;  ;28.41;  ;45.55;  ;0.63;  ;148.58;  ;0;  ;HIJPR
2378;07/07/2018;95.32;  ;31.48;  ;67.08;  ;42.49;  ;150.91;  ;28.41;  ;53.32;  ;0.73;  ;207.91;  ;0;  ;HIJPR
2379;08/07/2018;103.08;  ;19.94;  ;60.18;  ;34.83;  ;144.45;  ;29.14;  ;58.45;  ;0.57;  ;128.79;  ;0;  ;HIJPR
2380;09/07/2018;93.12;  ;9.47;  ;43.5;  ;22.89;  ;97.94;  ;29.08;  ;60.52;  ;0.55;  ;127.49;  ;0;  ;HIJPR
2381;10/07/2018;80.73;  ;6.72;  ;43.88;  ;21.22;  ;71.6;  ;29.05;  ;65.46;  ;0.58;  ;222.72;  ;0;  ;HIJPR
2382;11/07/2018;87.63;  ;15.03;  ;54.53;  ;28.35;  ;93.62;  ;28.77;  ;67.74;  ;0.49;  ;176.85;  ;0.04;  ;HIJPR
2383;12/07/2018;84.87;  ;---;4) ;43.82;  ;23.25;  ;102.17;  ;28.32;  ;59.27;  ;0.3;  ;60.65;  ;0;  ;HIJPR
2384;13/07/2018;88.45;  ;32.89;  ;57.23;  ;33.67;  ;99.94;  ;28.47;  ;59.04;  ;0.68;  ;238.28;  ;0;  ;HIJPR
2385;14/07/2018;98.28;  ;21.79;  ;56.3;  ;29.49;  ;104.79;  ;28.76;  ;60.29;  ;0.66;  ;231.46;  ;0;  ;HIJPR
2386;15/07/2018;51.32;  ;---;4) ;37.87;  ;16.26;  ;142.14;  ;28.6;  ;57.35;  ;0.88;  ;222.11;  ;0;  ;HIJPR
2387;16/07/2018;64.75;  ;6.84;  ;45.94;  ;23.46;  ;107.02;  ;28.39;  ;56.89;  ;0.66;  ;184.5;  ;0;  ;HIJPR
2388;17/07/2018;88.41;  ;18.2;  ;56.87;  ;31.42;  ;97.52;  ;28.42;  ;59.67;  ;0.44;  ;125.15;  ;0;  ;HIJPR
2389;18/07/2018;108.9;  ;16.3;  ;55.81;  ;29.57;  ;118.99;  ;28.67;  ;65.11;  ;0.54;  ;164.63;  ;0;  ;HIJPR
2390;19/07/2018;104.6;  ;---;4) ;51.73;  ;25.05;  ;108.89;  ;28.77;  ;69.41;  ;0.49;  ;129.43;  ;0;  ;HIJPR
2391;20/07/2018;86.36;  ;23.89;  ;44.67;  ;25.61;  ;124.01;  ;29.06;  ;68.57;  ;0.37;  ;60.02;  ;0;  ;HIJPR
2392;21/07/2018;75.56;  ;5.14;  ;40.69;  ;20.17;  ;125.23;  ;29.56;  ;65.98;  ;0.54;  ;130.62;  ;0;  ;HIJPR
2393;22/07/2018;78.62;  ;3.5;  ;41.38;  ;19.54;  ;125.86;  ;29.68;  ;66.92;  ;0.74;  ;209.54;  ;0;  ;HIJPR
2394;23/07/2018;80.47;  ;25.16;  ;57.02;  ;32.25;  ;98.99;  ;29.24;  ;67.03;  ;0.76;  ;225.83;  ;0;  ;HIJPR
2395;24/07/2018;70.61;  ;---;4) ;46.75;  ;25.3;  ;118;  ;29.49;  ;67.89;  ;0.5;  ;222.95;  ;0;  ;HIJPR
2396;25/07/2018;76.33;  ;---;4) ;40.25;  ;18.53;  ;135.06;  ;29.21;  ;69.36;  ;0.61;  ;164.82;  ;0;  ;HIJPR
2397;26/07/2018;93.66;  ;36.37;  ;51.51;  ;29.98;  ;125.65;  ;29.03;  ;70.13;  ;0.52;  ;121.17;  ;0;  ;HIJPR
2398;27/07/2018;86.43;  ;---;4) ;46.51;  ;20.75;  ;157.78;  ;28.84;  ;61.81;  ;0.33;  ;73.86;  ;0;  ;HIJPR
2399;28/07/2018;105.09;  ;49.07;  ;61.9;  ;37.12;  ;128.68;  ;28.12;  ;59.49;  ;0.63;  ;188.33;  ;0;  ;HIJPR
2400;29/07/2018;84.61;  ;---;4) ;58.49;  ;28.09;  ;120.07;  ;28.04;  ;59.39;  ;0.7;  ;239.78;  ;0;  ;HIJPR
2401;30/07/2018;95.44;  ;19.42;  ;54.45;  ;29.57;  ;135.2;  ;28.24;  ;63.93;  ;0.66;  ;150.52;  ;0;  ;HIJPR
2402;31/07/2018;88.93;  ;---;4) ;51;  ;26.21;  ;143.97;  ;29.02;  ;65.06;  ;0.66;  ;178.25;  ;0;  ;HIJPR
2403;01/08/2018;87.06;  ;25.28;  ;54.79;  ;29.38;  ;109.3;  ;28.9;  ;66.79;  ;0.63;  ;147.57;  ;0;  ;HIJPR
2404;02/08/2018;73.22;  ;10.27;  ;54.58;  ;27.22;  ;119.09;  ;28.42;  ;65.63;  ;0.73;  ;217.3;  ;0;  ;HIJPR
2405;03/08/2018;71.51;  ;16.35;  ;62.35;  ;34.92;  ;141;  ;28.13;  ;57.04;  ;0.74;  ;187.55;  ;0;  ;HIJPR
2406;04/08/2018;73.87;  ;18.44;  ;53.24;  ;29.55;  ;101.16;  ;27.73;  ;53.22;  ;0.61;  ;162.16;  ;0;  ;HIJPR
2407;05/08/2018;64.41;  ;1.93;  ;46;  ;21.97;  ;136.77;  ;28.14;  ;55.25;  ;0.91;  ;211.14;  ;0;  ;HIJPR
2408;06/08/2018;66.38;  ;10.86;  ;57.71;  ;29.98;  ;130.47;  ;27.92;  ;52.89;  ;0.89;  ;212.27;  ;0;  ;HIJPR
2409;07/08/2018;81.18;  ;6.69;  ;63.32;  ;31.31;  ;72.65;  ;28.1;  ;56.13;  ;0.45;  ;109.7;  ;0;  ;HIJPR
2410;08/08/2018;129.58;  ;42.07;  ;70.76;  ;45.73;  ;85.17;  ;28.16;  ;61.29;  ;0.39;  ;117.08;  ;0;  ;HIJPR
2411;09/08/2018;60.47;  ;13.46;  ;56.99;  ;31.74;  ;110.83;  ;29.13;  ;61.56;  ;0.5;  ;144.99;  ;0;  ;HIJPR
2412;10/08/2018;70.5;  ;15.45;  ;62.12;  ;34.73;  ;134.69;  ;28.71;  ;60.12;  ;0.79;  ;224.74;  ;0.13;  ;HIJPR
2413;11/08/2018;62.06;  ;44.16;  ;51.49;  ;35.86;  ;158.13;  ;28.68;  ;67.39;  ;0.55;  ;141.52;  ;0;  ;HIJPR
2414;12/08/2018;57.08;  ;22.88;  ;31.02;  ;17.75;  ;144.99;  ;29.23;  ;67.13;  ;0.5;  ;111.84;  ;0;  ;HIJPR
2415;13/08/2018;60.45;  ;7.19;  ;35.77;  ;18.06;  ;158.35;  ;29.53;  ;65.14;  ;0.52;  ;98.36;  ;0;  ;HIJPR
2416;14/08/2018;69.64;  ;3.84;  ;38.33;  ;18.76;  ;141.77;  ;29.3;  ;67.98;  ;0.47;  ;70.48;  ;0;  ;HIJPR
2417;15/08/2018;64.55;  ;18.41;  ;41.97;  ;23.21;  ;163;  ;29.43;  ;62.09;  ;0.46;  ;73.89;  ;0;  ;HIJPR
2418;16/08/2018;65.47;  ;15.14;  ;46.03;  ;25.33;  ;128.42;  ;29.01;  ;62.27;  ;0.64;  ;168.63;  ;0;  ;HIJPR
2419;17/08/2018;62.75;  ;7.46;  ;42.52;  ;22.61;  ;140.82;  ;28.8;  ;60.72;  ;0.64;  ;177.03;  ;0;  ;HIJPR
2420;18/08/2018;81.14;  ;4.11;  ;58.82;  ;34.41;  ;146.63;  ;28.19;  ;58.4;  ;0.59;  ;130.77;  ;0;  ;HIJPR
2421;19/08/2018;---;4)A);---;4)A);---;4) ;---;4)A);0;  ;27.44;  ;69.78;  ;0.18;  ;78.73;  ;0;  ;HIJPR
2422;20/08/2018;43.86;  ;---;4) ;52.78;  ;11.03;  ;160.91;  ;28.9;  ;61.83;  ;0.49;  ;70.91;  ;0;  ;HIJPR
2423;21/08/2018;73.66;  ;10;  ;25.9;  ;20.07;  ;152.1;  ;29.14;  ;64.17;  ;0.6;  ;143.82;  ;0;  ;HIJPR
2424;22/08/2018;60.79;  ;3.2;  ;17.08;  ;10.7;  ;150.74;  ;29.39;  ;62.44;  ;0.62;  ;158.78;  ;0;  ;HIJPR
2425;23/08/2018;69.02;  ;4.53;  ;26.86;  ;16.46;  ;134.97;  ;29.18;  ;64.72;  ;0.64;  ;189.11;  ;0;  ;HIJPR
2426;24/08/2018;86.54;  ;5.24;  ;32.03;  ;19.51;  ;146.21;  ;28.96;  ;66.69;  ;0.45;  ;74.3;  ;0;  ;HIJPR
2427;25/08/2018;69.35;  ;3.63;  ;25.66;  ;15.2;  ;141.31;  ;28.93;  ;62.97;  ;0.43;  ;80.3;  ;0;  ;HIJPR
2428;26/08/2018;73.74;  ;3.07;  ;23.94;  ;13.95;  ;152.38;  ;29.04;  ;61.81;  ;0.47;  ;71.59;  ;0;  ;HIJPR
2429;27/08/2018;69.29;  ;1.51;  ;18.83;  ;10.3;  ;147.78;  ;29.17;  ;64.04;  ;0.39;  ;64.47;  ;0;  ;HIJPR
2430;28/08/2018;75.52;  ;2.99;  ;26.67;  ;15.22;  ;143.92;  ;29.69;  ;64.86;  ;0.55;  ;153.22;  ;0;  ;HIJPR
2431;29/08/2018;73.2;  ;3.11;  ;29.59;  ;16.72;  ;116.39;  ;29.06;  ;63.85;  ;0.8;  ;193.09;  ;0;  ;HIJPR
2432;30/08/2018;93.72;  ;6.08;  ;30.98;  ;19.72;  ;160.33;  ;29.26;  ;64.72;  ;0.49;  ;81.77;  ;0;  ;HIJPR
2433;31/08/2018;71.82;  ;5.99;  ;28.38;  ;18.28;  ;159.3;  ;29.34;  ;64.64;  ;0.53;  ;89.38;  ;0;  ;HIJPR
2434;01/09/2018;57.68;  ;4.54;  ;31.23;  ;18.59;  ;143.83;  ;28.51;  ;70.01;  ;0.67;  ;194.28;  ;0.36;  ;HIJPR
2435;02/09/2018;84.79;  ;6.17;  ;33.94;  ;21.13;  ;148.89;  ;27.87;  ;68.79;  ;0.65;  ;167.16;  ;0.27;  ;HIJPR
2436;03/09/2018;74.43;  ;10.32;  ;37.25;  ;25.84;  ;155.88;  ;28.46;  ;74.03;  ;0.67;  ;242.97;  ;0;  ;HIJPR
2437;04/09/2018;53.72;  ;4.07;  ;24.99;  ;15.2;  ;146.13;  ;28.79;  ;56.19;  ;0.98;  ;227.52;  ;0;  ;HIJPR
2438;05/09/2018;61.8;  ;10.1;  ;56.03;  ;34.82;  ;148.72;  ;29.01;  ;57.35;  ;0.9;  ;217.29;  ;0;  ;HIJPR
2439;06/09/2018;89.63;  ;13.36;  ;37.16;  ;28.06;  ;168.18;  ;29.51;  ;60.91;  ;0.56;  ;81.35;  ;0;  ;HIJPR
2440;07/09/2018;67.2;  ;7.89;  ;36.69;  ;23.75;  ;169.64;  ;29.52;  ;60.67;  ;0.63;  ;96.58;  ;0;  ;HIJPR
2441;08/09/2018;49.95;  ;3.7;  ;24.18;  ;14.68;  ;163.72;  ;29.88;  ;58.33;  ;0.65;  ;149.09;  ;0;  ;HIJPR
2442;09/09/2018;84.27;  ;9.15;  ;36.2;  ;24.45;  ;166.77;  ;29.83;  ;55.6;  ;0.55;  ;97.23;  ;0;  ;HIJPR
2443;10/09/2018;74.98;  ;3.82;  ;29.19;  ;17.06;  ;185.19;  ;29.8;  ;52.53;  ;0.73;  ;100.05;  ;0;  ;HIJPR
2444;11/09/2018;65.02;  ;2.7;  ;21.52;  ;12.49;  ;185.86;  ;29.75;  ;54.76;  ;0.67;  ;100.22;  ;0;  ;HIJPR
2445;12/09/2018;64.89;  ;3.76;  ;27.83;  ;16.36;  ;151.35;  ;29.64;  ;58.15;  ;0.89;  ;225.99;  ;0;  ;HIJPR
2446;13/09/2018;88.39;  ;9.57;  ;36.75;  ;25.03;  ;138.05;  ;29.03;  ;57.56;  ;0.79;  ;212.33;  ;0;  ;HIJPR
2447;14/09/2018;79.38;  ;4.39;  ;38.01;  ;21.78;  ;131.08;  ;28.91;  ;56.61;  ;0.88;  ;223.45;  ;0;  ;HIJPR
2448;15/09/2018;66.9;  ;4.95;  ;28.69;  ;17.66;  ;148.94;  ;28.84;  ;58.24;  ;0.71;  ;180.94;  ;0;  ;HIJPR
2449;16/09/2018;72.37;  ;4;  ;30.92;  ;18.04;  ;148.68;  ;29.05;  ;50.82;  ;0.56;  ;87.13;  ;0;  ;HIJPR
2450;17/09/2018;75.92;  ;5.79;  ;32.68;  ;20.23;  ;176.63;  ;29.6;  ;49.11;  ;0.7;  ;96.26;  ;0;  ;HIJPR
2451;18/09/2018;64.88;  ;4.04;  ;26.59;  ;15.89;  ;146.33;  ;30.02;  ;49.7;  ;0.72;  ;99.99;  ;0;  ;HIJPR
2452;19/09/2018;65.58;  ;2.98;  ;26.51;  ;15.13;  ;61.88;  ;28.75;  ;61.17;  ;0.39;  ;85.39;  ;0;  ;HIJPR
2453;20/09/2018;70.94;  ;5.98;  ;23.35;  ;15.83;  ;135.42;  ;29.3;  ;62.11;  ;0.37;  ;65.46;  ;0;  ;HIJPR
2454;21/09/2018;54.47;  ;8.71;  ;34.28;  ;23.19;  ;43.63;  ;27.25;  ;77.04;  ;0.53;  ;160.88;  ;0.61;  ;HIJPR
2455;22/09/2018;46.52;  ;3.38;  ;23.2;  ;13.82;  ;188.71;  ;29.17;  ;64.65;  ;0.66;  ;166.51;  ;0;  ;HIJPR
2456;23/09/2018;85.56;  ;4.71;  ;32.31;  ;19.24;  ;170.12;  ;29.29;  ;64.55;  ;0.6;  ;143.69;  ;0;  ;HIJPR
2457;24/09/2018;82.52;  ;8.29;  ;37.56;  ;24.47;  ;177.18;  ;29.27;  ;60.98;  ;0.55;  ;121.39;  ;0;  ;HIJPR
2458;25/09/2018;81.22;  ;6.71;  ;38.62;  ;23.81;  ;176.19;  ;29.48;  ;60.42;  ;0.76;  ;250.83;  ;0;  ;HIJPR
2459;26/09/2018;93.4;  ;7.79;  ;38.07;  ;24.34;  ;164.35;  ;29.6;  ;62.5;  ;0.7;  ;203.69;  ;0;  ;HIJPR
2460;27/09/2018;85.32;  ;5.4;  ;43.02;  ;24.97;  ;148.67;  ;29.32;  ;68.16;  ;0.74;  ;197.01;  ;0;  ;HIJPR
2461;28/09/2018;73.18;  ;8.16;  ;32.88;  ;22.09;  ;175.67;  ;29.44;  ;59.84;  ;0.58;  ;99.86;  ;0;  ;HIJPR
2462;29/09/2018;71.38;  ;4.49;  ;31.31;  ;18.59;  ;161.55;  ;29.56;  ;55.82;  ;0.58;  ;119.52;  ;0;  ;HIJPR
2463;30/09/2018;67.51;  ;3.56;  ;24.71;  ;14.69;  ;170.36;  ;30;  ;57.38;  ;0.57;  ;95.25;  ;0;  ;HIJPR
2464;01/10/2018;69.73;  ;3.1;  ;28.43;  ;15.75;  ;153.44;  ;30.1;  ;59.9;  ;0.51;  ;122.66;  ;0;  ;HIJPR
2465;02/10/2018;78.47;  ;10.18;  ;28.55;  ;21.5;  ;159.75;  ;29.71;  ;67.75;  ;0.66;  ;200.7;  ;0;  ;HIJPR
2466;03/10/2018;74.71;  ;4.84;  ;26.61;  ;16.57;  ;158.59;  ;30.18;  ;65.25;  ;0.65;  ;166.5;  ;0;  ;HIJPR
2467;04/10/2018;62.57;  ;3.52;  ;19.41;  ;12.07;  ;147.37;  ;30.28;  ;66.57;  ;0.47;  ;94.92;  ;0;  ;HIJPR
2468;05/10/2018;71.23;  ;3.08;  ;25.29;  ;14.61;  ;147.57;  ;30.2;  ;64.2;  ;0.48;  ;76.5;  ;0;  ;HIJPR
2469;06/10/2018;72.43;  ;2.43;  ;22.87;  ;12.95;  ;158.19;  ;30.36;  ;59.3;  ;0.41;  ;61.85;  ;0;  ;HIJPR
2470;07/10/2018;87.39;  ;2.39;  ;29.61;  ;16.2;  ;143.49;  ;30.37;  ;53.41;  ;0.48;  ;79;  ;0;  ;HIJPR
2471;08/10/2018;81.79;  ;4.46;  ;33.04;  ;19.42;  ;163.44;  ;30.32;  ;52.74;  ;0.6;  ;101.46;  ;0;  ;HIJPR
2472;09/10/2018;75.45;  ;4.25;  ;35.58;  ;20.5;  ;159.68;  ;30.93;  ;47.66;  ;0.72;  ;133.73;  ;0;  ;HIJPR
2473;10/10/2018;96.36;  ;10.9;  ;48.99;  ;31.99;  ;137.7;  ;30.02;  ;58.95;  ;0.72;  ;206.87;  ;0;  ;HIJPR
2474;11/10/2018;90.35;  ;4.03;  ;32.39;  ;18.96;  ;140.73;  ;30.41;  ;57.19;  ;0.52;  ;113.79;  ;0;  ;HIJPR
2475;12/10/2018;82.66;  ;6.18;  ;40.52;  ;24.34;  ;130.88;  ;30.07;  ;61.94;  ;0.63;  ;188.42;  ;0;  ;HIJPR
2476;13/10/2018;77.05;  ;2.67;  ;42.35;  ;22.61;  ;107.49;  ;30.25;  ;55.47;  ;0.73;  ;231.45;  ;0;  ;HIJPR
2477;14/10/2018;93.59;  ;3.48;  ;27.92;  ;16.19;  ;127.44;  ;30.11;  ;61.21;  ;0.55;  ;115.42;  ;0;  ;HIJPR
2478;15/10/2018;75.64;  ;4.13;  ;29.42;  ;17.41;  ;140.81;  ;30.42;  ;62.06;  ;0.76;  ;185.85;  ;0;  ;HIJPR
2479;16/10/2018;84.57;  ;10.38;  ;47.56;  ;30.9;  ;124.23;  ;29.93;  ;64.73;  ;0.67;  ;213.26;  ;0;  ;HIJPR
2480;17/10/2018;110.65;  ;6.11;  ;52.9;  ;30.31;  ;103.58;  ;29.92;  ;62.29;  ;0.74;  ;205.42;  ;0;  ;HIJPR
2481;18/10/2018;93.35;  ;7.33;  ;47.51;  ;28.6;  ;100.65;  ;29.55;  ;63.71;  ;0.84;  ;217.22;  ;0.01;  ;HIJPR
2482;19/10/2018;66.4;  ;10.12;  ;42.63;  ;28.31;  ;130.24;  ;29.72;  ;62.5;  ;0.76;  ;172.4;  ;0;  ;HIJPR
2483;20/10/2018;36.14;  ;5.59;  ;50.1;  ;28.56;  ;101.51;  ;29.68;  ;64.17;  ;0.76;  ;207.45;  ;0;  ;HIJPR
2484;21/10/2018;57.15;  ;5.06;  ;30.03;  ;18.4;  ;145.22;  ;30.13;  ;63.95;  ;0.52;  ;95.81;  ;0;  ;HIJPR
2485;22/10/2018;72.06;  ;3.18;  ;24.52;  ;14.31;  ;134.51;  ;30.21;  ;65.11;  ;0.66;  ;163.62;  ;0.04;  ;HIJPR
2486;23/10/2018;66.8;  ;17.57;  ;63.67;  ;44.12;  ;117.64;  ;27.26;  ;75.43;  ;0.77;  ;200.04;  ;0.19;  ;HIJPR
2487;24/10/2018;80.29;  ;14.26;  ;49.46;  ;34.72;  ;148.29;  ;29.6;  ;67.59;  ;0.8;  ;209.02;  ;0.01;  ;HIJPR
2488;25/10/2018;80.53;  ;14.25;  ;47.07;  ;33.55;  ;157.77;  ;30.07;  ;65.66;  ;0.76;  ;207.54;  ;0;  ;HIJPR
2489;26/10/2018;82.47;  ;9.66;  ;34.49;  ;24;  ;147.14;  ;30.17;  ;66.56;  ;0.7;  ;197.49;  ;0;  ;HIJPR
