No;DATE;PM10;MPM10;NO;MNO;NO2;MNO2;NOX;MNOX;GRAD;MGRAD;TempAir;MTEMP;HUMAIR;MHUM;FF;MFF;DD;MDD;RAIN;MRAIN;SCODE
819;30/03/2017;35.21;  ;5.58;  ;5.63;  ;6.24;  ;156.99;  ;14.4;  ;0.97;  ;0.62;  ;259.39;  ;0;  ;JGJSP
820;31/03/2017;28.39;  ;1.01;  ;7.1;  ;4.19;  ;100.58;  ;10.53;  ;0.59;  ;0.69;  ;271.55;  ;0;  ;JGJSP
821;01/04/2017;47.75;  ;4.69;  ;14.54;  ;9.35;  ;163.18;  ;22.45;  ;0.42;  ;0.41;  ;256.27;  ;0.61;  ;JGJSP
822;02/04/2017;28.8;  ;3.83;  ;16.45;  ;10.07;  ;135.44;  ;15.64;  ;1.46;  ;0.5;  ;215.53;  ;0.22;  ;JGJSP
823;03/04/2017;43.95;  ;11.23;  ;8.48;  ;10.28;  ;187.31;  ;12.49;  ;1.34;  ;0.53;  ;245.02;  ;181.69;  ;JGJSP
824;04/04/2017;82.59;  ;3.98;  ;26.57;  ;15.49;  ;4.13;  ;17.89;  ;11.89;  ;0.5;  ;247.05;  ;0.1;  ;JGJSP
825;05/04/2017;27.34;  ;3.06;  ;7.17;  ;5.38;  ;184.74;  ;26.85;  ;25.61;  ;0.86;  ;272.39;  ;136.5;  ;JGJSP
826;06/04/2017;16.8;  ;0.74;  ;3.73;  ;2.06;  ;170.9;  ;26.86;  ;32.99;  ;1.08;  ;262.8;  ;136.54;  ;JGJSP
827;07/04/2017;25.29;  ;1.13;  ;4.38;  ;2.69;  ;125.37;  ;26.82;  ;60.39;  ;0.85;  ;264.05;  ;0;  ;JGJSP
828;08/04/2017;13.45;  ;0.38;  ;2.9;  ;1.24;  ;103.7;  ;26.62;  ;74.61;  ;1.23;  ;259.8;  ;0.06;  ;JGJSP
829;09/04/2017;30.53;  ;6.16;  ;10.99;  ;8.91;  ;169.81;  ;27.84;  ;60.16;  ;0.71;  ;224.85;  ;0;  ;JGJSP
830;10/04/2017;33.29;  ;24.59;  ;22.74;  ;27.13;  ;188.69;  ;27.59;  ;46.35;  ;0.58;  ;196.23;  ;0.82;  ;JGJSP
831;11/04/2017;32.96;  ;4.81;  ;20.66;  ;12.75;  ;130.58;  ;27.2;  ;45.5;  ;0.43;  ;190.56;  ;0.82;  ;JGJSP
832;12/04/2017;19.55;  ;1.13;  ;22.13;  ;11.29;  ;119.88;  ;27.22;  ;50.89;  ;0.86;  ;186.93;  ;0.35;  ;JGJSP
833;13/04/2017;24.06;  ;1.29;  ;25.28;  ;12.94;  ;74.99;  ;26.92;  ;63.23;  ;0.54;  ;191.48;  ;0.11;  ;JGJSP
834;14/04/2017;27.86;  ;2.34;  ;18.45;  ;9.73;  ;111.13;  ;27.51;  ;72.77;  ;0.56;  ;115.69;  ;0;  ;JGJSP
835;15/04/2017;42.25;  ;2.24;  ;19.25;  ;10.56;  ;131.41;  ;27.48;  ;82.12;  ;0.52;  ;203.35;  ;0;  ;JGJSP
836;16/04/2017;37.14;  ;1.79;  ;16.25;  ;8.54;  ;127.65;  ;27.7;  ;90.32;  ;0.57;  ;222.48;  ;0;  ;JGJSP
837;17/04/2017;43.98;  ;2.57;  ;23.16;  ;12.97;  ;152.71;  ;27.97;  ;84.6;  ;0.56;  ;191.44;  ;137.21;  ;JGJSP
838;18/04/2017;72.11;  ;2.55;  ;20.53;  ;11.56;  ;116.49;  ;27.71;  ;83.09;  ;0.61;  ;207.01;  ;0;  ;JGJSP
839;19/04/2017;49.75;  ;8.25;  ;21.58;  ;14.49;  ;104.43;  ;26.15;  ;78.33;  ;0.6;  ;193.31;  ;137.77;  ;JGJSP
840;20/04/2017;35.87;  ;6.88;  ;17.88;  ;12.14;  ;140.32;  ;27.59;  ;68.98;  ;0.3;  ;147.43;  ;135.31;  ;JGJSP
841;21/04/2017;76.8;  ;2.06;  ;23.39;  ;12.73;  ;147.27;  ;27.71;  ;71.87;  ;0.53;  ;212.72;  ;0.1;  ;JGJSP
842;22/04/2017;58.2;  ;1.94;  ;22.15;  ;11.7;  ;113.32;  ;26.44;  ;65.54;  ;0.56;  ;232;  ;1.27;  ;JGJSP
843;23/04/2017;47.99;  ;1.25;  ;20.84;  ;10.87;  ;151.23;  ;27.54;  ;39;  ;0.82;  ;207.01;  ;0;  ;JGJSP
844;24/04/2017;46.6;  ;2.64;  ;14.58;  ;8.37;  ;141.87;  ;27.14;  ;70.92;  ;0.6;  ;152.69;  ;0;  ;JGJSP
845;25/04/2017;83.53;  ;4.13;  ;20.22;  ;12.31;  ;145.42;  ;24.37;  ;71.78;  ;0.43;  ;136.44;  ;1138.32;  ;JGJSP
846;26/04/2017;36.17;  ;3.54;  ;15.59;  ;9.76;  ;32.1;  ;24.63;  ;82.62;  ;0.62;  ;188.35;  ;0.54;  ;JGJSP
847;27/04/2017;54.55;  ;6.27;  ;13.42;  ;9.46;  ;176.29;  ;26.85;  ;82.79;  ;0.55;  ;213.37;  ;0.03;  ;JGJSP
848;28/04/2017;43.05;  ;2.51;  ;11.46;  ;6.86;  ;191.04;  ;27.2;  ;66.08;  ;0.78;  ;220.68;  ;0;  ;JGJSP
849;29/04/2017;37.27;  ;1.02;  ;12.11;  ;5.58;  ;170.95;  ;28.45;  ;79.36;  ;1.14;  ;204.64;  ;0;  ;JGJSP
850;30/04/2017;37.05;  ;9.5;  ;21.83;  ;14.17;  ;141.79;  ;28.01;  ;84.97;  ;0.66;  ;197.16;  ;0.03;  ;JGJSP
851;01/05/2017;63.3;  ;6;  ;18.4;  ;11.74;  ;142.28;  ;11.68;  ;63.43;  ;0.69;  ;207.02;  ;546.13;  ;JGJSP
852;02/05/2017;37.76;  ;11.25;  ;20.62;  ;16.58;  ;86.48;  ;17.08;  ;36.97;  ;0.45;  ;200.84;  ;137.38;  ;JGJSP
853;03/05/2017;63.06;  ;12.46;  ;19.96;  ;16;  ;111.32;  ;27.02;  ;27.6;  ;0.84;  ;200.98;  ;141.73;  ;JGJSP
854;04/05/2017;32.84;  ;1.99;  ;18.69;  ;10.23;  ;93.23;  ;26.36;  ;28.59;  ;0.78;  ;179.26;  ;1.59;  ;JGJSP
855;05/05/2017;41.61;  ;4.04;  ;18.93;  ;11.08;  ;105.59;  ;26.18;  ;37.4;  ;0.55;  ;162.27;  ;0.44;  ;JGJSP
856;06/05/2017;40.18;  ;3.79;  ;22.23;  ;13.14;  ;132.75;  ;26.24;  ;29.05;  ;0.54;  ;145.2;  ;0.19;  ;JGJSP
857;07/05/2017;44.75;  ;5.51;  ;23.61;  ;14.51;  ;93.04;  ;25.68;  ;45.68;  ;0.43;  ;177.94;  ;0.65;  ;JGJSP
858;08/05/2017;51.2;  ;2.77;  ;18.57;  ;10.46;  ;136.37;  ;26.48;  ;53.86;  ;0.5;  ;148.64;  ;0.36;  ;JGJSP
859;09/05/2017;73.11;  ;3.04;  ;22.96;  ;13.09;  ;104.08;  ;27.08;  ;68.36;  ;0.29;  ;155.64;  ;269.33;  ;JGJSP
860;10/05/2017;77.62;  ;5.94;  ;21.33;  ;14.53;  ;81.86;  ;-24.06;  ;69.45;  ;0.47;  ;146.71;  ;0;  ;JGJSP
861;11/05/2017;101.23;  ;2.7;  ;22.13;  ;12.47;  ;102.98;  ;-37.68;  ;---;4)A);0.58;  ;196.61;  ;0;  ;JGJSP
862;12/05/2017;110.31;  ;2.94;  ;23.67;  ;13.26;  ;135.3;  ;27.27;  ;69.28;  ;0.62;  ;206.18;  ;0;  ;JGJSP
863;13/05/2017;70.71;  ;2;  ;16.37;  ;9.07;  ;125.11;  ;28.49;  ;86.43;  ;0.37;  ;178.59;  ;139.44;  ;JGJSP
864;14/05/2017;66.46;  ;0.76;  ;17.86;  ;9.06;  ;135.97;  ;28.88;  ;84.28;  ;0.76;  ;221.33;  ;0;  ;JGJSP
865;15/05/2017;84.59;  ;1.7;  ;21.37;  ;11.2;  ;147.54;  ;29.1;  ;81.87;  ;0.33;  ;119.85;  ;0;  ;JGJSP
866;16/05/2017;85.52;  ;2.02;  ;25.14;  ;13.56;  ;130.67;  ;29.05;  ;85.39;  ;0.51;  ;212.39;  ;0;  ;JGJSP
867;17/05/2017;108.62;  ;2.1;  ;23.92;  ;13.09;  ;129.78;  ;29.32;  ;85.92;  ;0.47;  ;128.95;  ;0;  ;JGJSP
868;18/05/2017;86.61;  ;1.92;  ;20.8;  ;11.15;  ;98.74;  ;28.23;  ;91.7;  ;0.51;  ;214.27;  ;0;  ;JGJSP
869;19/05/2017;130.63;  ;3.59;  ;20.86;  ;12.27;  ;122.47;  ;28.82;  ;85.39;  ;0.47;  ;159.61;  ;0;  ;JGJSP
870;20/05/2017;83.45;  ;3.55;  ;23.06;  ;13.23;  ;135.8;  ;28.78;  ;85.18;  ;0.48;  ;209.62;  ;0;  ;JGJSP
871;21/05/2017;72.52;  ;0.6;  ;15.32;  ;7.76;  ;121.01;  ;28.89;  ;81.68;  ;1.08;  ;232.77;  ;0;  ;JGJSP
872;22/05/2017;71.21;  ;2.43;  ;19.55;  ;10.86;  ;109.62;  ;28.73;  ;84.11;  ;0.46;  ;129.52;  ;0;  ;JGJSP
873;23/05/2017;71.47;  ;1.35;  ;22.81;  ;11.83;  ;131.61;  ;28.77;  ;81.34;  ;0.69;  ;156.17;  ;0;  ;JGJSP
874;24/05/2017;106.25;  ;2.46;  ;24.11;  ;13.41;  ;110.37;  ;28.37;  ;84.75;  ;0.38;  ;114.25;  ;0;  ;JGJSP
875;25/05/2017;90.6;  ;1.09;  ;20.51;  ;10.4;  ;119.38;  ;28.67;  ;81.28;  ;0.48;  ;133.98;  ;0;  ;JGJSP
876;26/05/2017;99.99;  ;0.94;  ;22.29;  ;11.25;  ;144.35;  ;28.89;  ;80;  ;0.61;  ;221.68;  ;0;  ;JGJSP
877;27/05/2017;90.35;  ;1.57;  ;19.04;  ;10;  ;130.34;  ;29.31;  ;81.34;  ;0.42;  ;106.55;  ;0;  ;JGJSP
878;28/05/2017;77.29;  ;1.26;  ;14.87;  ;7.61;  ;75.91;  ;27.8;  ;90.87;  ;0.47;  ;187.91;  ;0.03;  ;JGJSP
879;29/05/2017;53.9;  ;3;  ;19.62;  ;11.49;  ;61.19;  ;26.01;  ;97.89;  ;0.32;  ;148.7;  ;0.36;  ;JGJSP
880;30/05/2017;65.01;  ;6.46;  ;18.57;  ;13.55;  ;93.08;  ;27.25;  ;92.72;  ;0.38;  ;130.05;  ;0;  ;JGJSP
881;31/05/2017;48.24;  ;2.43;  ;17.61;  ;10.15;  ;111.85;  ;27.4;  ;90.68;  ;0.49;  ;130.33;  ;1.05;  ;JGJSP
882;01/06/2017;19.52;  ;1.73;  ;7.8;  ;5.3;  ;112.55;  ;26.45;  ;92.67;  ;0.98;  ;234.02;  ;0.04;  ;JGJSP
883;02/06/2017;58.39;  ;6.75;  ;21.64;  ;14.69;  ;96.22;  ;27.2;  ;91.65;  ;0.22;  ;117.71;  ;0;  ;JGJSP
884;03/06/2017;106.28;  ;5.85;  ;22.01;  ;13.93;  ;118.34;  ;27.68;  ;90.65;  ;0.6;  ;194.24;  ;0;  ;JGJSP
885;04/06/2017;69.07;  ;3.57;  ;19.46;  ;11.24;  ;114.82;  ;26.81;  ;90.83;  ;0.59;  ;176.72;  ;135.05;  ;JGJSP
886;05/06/2017;66.61;  ;1.57;  ;19.23;  ;10.45;  ;128.02;  ;-5.31;  ;50.88;  ;0.68;  ;231.26;  ;1.08;  ;JGJSP
887;06/06/2017;43.98;  ;0.66;  ;18.67;  ;9.47;  ;144.03;  ;-38.01;  ;3.47;  ;0.39;  ;104.85;  ;0.12;  ;JGJSP
888;07/06/2017;56.12;  ;0.8;  ;18.97;  ;9.68;  ;136.53;  ;-38.1;  ;3.24;  ;0.45;  ;94.94;  ;0;  ;JGJSP
889;08/06/2017;64.2;  ;3.59;  ;17.68;  ;10.51;  ;148.1;  ;-38.07;  ;3.21;  ;0.55;  ;113.6;  ;0;  ;JGJSP
890;09/06/2017;70.51;  ;5.52;  ;16.93;  ;11;  ;152.8;  ;-36.57;  ;3.8;  ;0.51;  ;114.81;  ;0;  ;JGJSP
891;10/06/2017;100.16;  ;3.27;  ;20.6;  ;11.96;  ;109.67;  ;-39.45;  ;0.41;  ;0.49;  ;194.56;  ;0.23;  ;JGJSP
892;11/06/2017;126.44;  ;3.01;  ;18.76;  ;11.38;  ;96.58;  ;-39.47;  ;0.4;  ;0.76;  ;183.04;  ;0.06;  ;JGJSP
893;12/06/2017;64.6;  ;1.37;  ;16.04;  ;8.79;  ;113.55;  ;-39.49;  ;0.37;  ;0.69;  ;161.76;  ;135.04;  ;JGJSP
894;13/06/2017;101.51;  ;2.58;  ;15.8;  ;9.19;  ;122.09;  ;-39.45;  ;0.64;  ;0.52;  ;180.21;  ;0.99;  ;JGJSP
895;14/06/2017;63.96;  ;1.69;  ;21.15;  ;11.39;  ;121.15;  ;-39.39;  ;1.67;  ;0.38;  ;181.45;  ;0.02;  ;JGJSP
896;15/06/2017;66.07;  ;4.57;  ;19.51;  ;12.54;  ;107.21;  ;-39.43;  ;1.77;  ;0.44;  ;140.24;  ;0.25;  ;JGJSP
897;16/06/2017;73.6;  ;4.89;  ;15.23;  ;10.62;  ;135.68;  ;-39.47;  ;1.72;  ;0.44;  ;125.9;  ;0.03;  ;JGJSP
898;17/06/2017;72.92;  ;5.3;  ;16.38;  ;10.62;  ;152.17;  ;-39.43;  ;1.69;  ;0.51;  ;132.8;  ;0;  ;JGJSP
899;18/06/2017;49.4;  ;0.63;  ;10.65;  ;5.38;  ;141.46;  ;-39.38;  ;1.77;  ;0.85;  ;222.79;  ;0.05;  ;JGJSP
900;19/06/2017;41.26;  ;0.76;  ;18.78;  ;9.61;  ;139.74;  ;-38.41;  ;2.73;  ;0.87;  ;118.27;  ;135.19;  ;JGJSP
901;20/06/2017;62.92;  ;1.67;  ;20.33;  ;10.88;  ;131.81;  ;-38.18;  ;2.91;  ;0.4;  ;100.8;  ;0;  ;JGJSP
902;21/06/2017;106.99;  ;4.57;  ;24.52;  ;14.97;  ;120.08;  ;-38.23;  ;2.89;  ;0.31;  ;161.03;  ;0;  ;JGJSP
903;22/06/2017;118.78;  ;3.37;  ;25.27;  ;14.67;  ;62.71;  ;-38.19;  ;2.78;  ;0.22;  ;84.76;  ;0;  ;JGJSP
904;23/06/2017;107.13;  ;3.65;  ;21.72;  ;13.58;  ;106.18;  ;-38.42;  ;2.53;  ;0.38;  ;121.43;  ;0;  ;JGJSP
905;24/06/2017;64.72;  ;3.13;  ;17.4;  ;10.59;  ;62.18;  ;-38.42;  ;2.53;  ;0.33;  ;135.78;  ;0;  ;JGJSP
906;25/06/2017;59.01;  ;8.56;  ;12.31;  ;9.85;  ;162.74;  ;-38.51;  ;2.46;  ;0.58;  ;119.28;  ;0;  ;JGJSP
907;26/06/2017;20.57;  ;0.54;  ;7.22;  ;3.8;  ;102.68;  ;-38.37;  ;2.58;  ;0.47;  ;130.04;  ;136.61;  ;JGJSP
908;27/06/2017;17.3;  ;2.61;  ;12.71;  ;7.43;  ;114.54;  ;-30.75;  ;7.24;  ;0.43;  ;133.3;  ;0.76;  ;JGJSP
909;28/06/2017;41.63;  ;5.8;  ;12.4;  ;8.65;  ;143.76;  ;9.45;  ;77.52;  ;0.61;  ;139.36;  ;0.14;  ;JGJSP
910;29/06/2017;29.52;  ;2.25;  ;14.05;  ;8.19;  ;141.02;  ;-33.39;  ;7.36;  ;0.8;  ;185.97;  ;0.03;  ;JGJSP
911;30/06/2017;18.07;  ;2.49;  ;8.91;  ;5.58;  ;97.41;  ;-34.89;  ;6.3;  ;0.69;  ;196.92;  ;0.37;  ;JGJSP
912;01/07/2017;47.3;  ;4.49;  ;12.48;  ;7.92;  ;123.78;  ;-38.2;  ;2.94;  ;0.28;  ;110.79;  ;0;  ;JGJSP
913;02/07/2017;61.72;  ;0.75;  ;11.58;  ;5.92;  ;132.4;  ;-38.23;  ;2.94;  ;0.33;  ;101.71;  ;135.16;  ;JGJSP
914;03/07/2017;48.23;  ;1.08;  ;13.46;  ;7.08;  ;113.42;  ;-38.31;  ;2.86;  ;0.44;  ;163.96;  ;0.15;  ;JGJSP
915;04/07/2017;58.91;  ;1.69;  ;13.31;  ;7.61;  ;153.1;  ;-38.32;  ;2.92;  ;0.36;  ;102.7;  ;0;  ;JGJSP
916;05/07/2017;73.91;  ;0.64;  ;14.35;  ;7.17;  ;123.84;  ;-38.34;  ;2.9;  ;0.66;  ;186.87;  ;136.38;  ;JGJSP
917;06/07/2017;71.76;  ;1.77;  ;23.36;  ;12.25;  ;100.77;  ;-38.32;  ;2.93;  ;0.64;  ;178.79;  ;0;  ;JGJSP
918;07/07/2017;184.3;  ;3.73;  ;22.88;  ;13.68;  ;122.6;  ;-38.31;  ;2.93;  ;0.53;  ;198.52;  ;0;  ;JGJSP
919;08/07/2017;130.42;  ;2.35;  ;17.28;  ;9.85;  ;127.86;  ;-38.29;  ;2.94;  ;0.56;  ;156.19;  ;0;  ;JGJSP
920;09/07/2017;62.13;  ;0.91;  ;11.08;  ;5.92;  ;105.83;  ;-38.31;  ;2.89;  ;0.81;  ;223.3;  ;0.35;  ;JGJSP
921;10/07/2017;41.25;  ;0.8;  ;11.77;  ;6.16;  ;124.73;  ;-38.27;  ;2.93;  ;0.91;  ;226.07;  ;136.18;  ;JGJSP
922;11/07/2017;40.77;  ;0.67;  ;13.63;  ;6.96;  ;132.92;  ;-38.27;  ;2.87;  ;1.02;  ;198.13;  ;0.37;  ;JGJSP
923;12/07/2017;47.61;  ;1.1;  ;12.72;  ;6.72;  ;123.47;  ;-38.27;  ;2.98;  ;0.68;  ;228.71;  ;0;  ;JGJSP
924;13/07/2017;60.08;  ;1.09;  ;19.33;  ;10.03;  ;115.95;  ;-38.23;  ;3;  ;0.81;  ;214.46;  ;0.08;  ;JGJSP
925;14/07/2017;73.87;  ;5.78;  ;24.55;  ;16.08;  ;117.72;  ;-38.28;  ;2.93;  ;0.46;  ;141.22;  ;0;  ;JGJSP
926;15/07/2017;87.23;  ;2.93;  ;19.77;  ;11.53;  ;96.01;  ;-38.23;  ;3.03;  ;0.54;  ;150.04;  ;0;  ;JGJSP
927;16/07/2017;87.12;  ;1.91;  ;17.99;  ;9.76;  ;125.94;  ;-38.23;  ;3.03;  ;1.05;  ;211.42;  ;0;  ;JGJSP
928;17/07/2017;49.84;  ;2.93;  ;24.42;  ;13.73;  ;128.93;  ;-9.46;  ;28.57;  ;0.97;  ;224.33;  ;138.98;  ;JGJSP
929;18/07/2017;101.49;  ;2.15;  ;30.24;  ;16.21;  ;65.58;  ;27.26;  ;66.91;  ;0.72;  ;139.14;  ;0;  ;JGJSP
930;19/07/2017;109.49;  ;2.34;  ;28.99;  ;15.82;  ;105.19;  ;24.61;  ;65.57;  ;0.43;  ;181.48;  ;0;  ;JGJSP
931;20/07/2017;73.58;  ;3.2;  ;21.2;  ;12.69;  ;93.35;  ;22.31;  ;63.97;  ;0.51;  ;192.59;  ;0.51;  ;JGJSP
932;21/07/2017;54.98;  ;2.8;  ;18.2;  ;10.91;  ;145.06;  ;21.13;  ;63.01;  ;0.62;  ;172.36;  ;0;  ;JGJSP
933;22/07/2017;61.45;  ;1.32;  ;15.92;  ;8.65;  ;142.22;  ;15.55;  ;57.89;  ;0.67;  ;179.59;  ;0.94;  ;JGJSP
934;23/07/2017;53;  ;1.07;  ;17.64;  ;9.22;  ;122.85;  ;13.58;  ;56.08;  ;0.46;  ;171.05;  ;0.08;  ;JGJSP
935;24/07/2017;70.21;  ;2.62;  ;20.21;  ;11.33;  ;134.53;  ;13.55;  ;55.68;  ;0.73;  ;223.03;  ;0.02;  ;JGJSP
936;25/07/2017;57.87;  ;1.5;  ;17.88;  ;9.37;  ;156.19;  ;12.88;  ;54.56;  ;0.78;  ;170.83;  ;0;  ;JGJSP
937;26/07/2017;60.46;  ;3.03;  ;18.52;  ;11.48;  ;176.48;  ;10.58;  ;51.75;  ;0.77;  ;130.97;  ;0;  ;JGJSP
938;27/07/2017;56.46;  ;0.37;  ;14.96;  ;7.45;  ;134.31;  ;8.97;  ;50.05;  ;1.32;  ;176.84;  ;0.02;  ;JGJSP
939;28/07/2017;41.78;  ;2.4;  ;12.77;  ;7.29;  ;128.6;  ;8.91;  ;49.75;  ;0.91;  ;164.28;  ;0.01;  ;JGJSP
940;29/07/2017;29.22;  ;0.8;  ;14.55;  ;7.54;  ;99.42;  ;7.85;  ;48.7;  ;0.86;  ;181.31;  ;2184.53;  ;JGJSP
941;30/07/2017;44.98;  ;2.57;  ;19.75;  ;11.16;  ;147.6;  ;9.35;  ;48.91;  ;0.41;  ;175.26;  ;1282.7;  ;JGJSP
942;31/07/2017;57.76;  ;1.12;  ;15;  ;7.83;  ;136.08;  ;11.59;  ;49.97;  ;1.07;  ;201.74;  ;0;  ;JGJSP
943;01/08/2017;44.98;  ;0.81;  ;12.65;  ;6.45;  ;153.15;  ;10.32;  ;48.23;  ;1.26;  ;164.45;  ;0;  ;JGJSP
944;02/08/2017;45.22;  ;1.32;  ;16.66;  ;8.86;  ;160.56;  ;9.98;  ;47.49;  ;1.19;  ;209.44;  ;0;  ;JGJSP
945;03/08/2017;52.57;  ;0.44;  ;14.2;  ;7.15;  ;165.1;  ;9.69;  ;46.79;  ;1.27;  ;195.46;  ;0;  ;JGJSP
946;04/08/2017;64.77;  ;2.08;  ;25.56;  ;13.85;  ;161.96;  ;10.68;  ;47.31;  ;0.97;  ;208.22;  ;0;  ;JGJSP
947;05/08/2017;88.08;  ;1.12;  ;21.64;  ;11.07;  ;151.14;  ;12.58;  ;48.34;  ;0.65;  ;180.82;  ;0;  ;JGJSP
948;06/08/2017;87.44;  ;1.47;  ;23.9;  ;12.44;  ;114;  ;13.99;  ;49.08;  ;0.43;  ;157.22;  ;0;  ;JGJSP
949;07/08/2017;104.87;  ;4.25;  ;24.69;  ;14.07;  ;134.53;  ;13.37;  ;48.44;  ;0.32;  ;89.74;  ;0;  ;JGJSP
950;08/08/2017;89.85;  ;4.56;  ;23.95;  ;14.02;  ;115.03;  ;13.17;  ;48.68;  ;0.71;  ;146.8;  ;0;  ;JGJSP
951;09/08/2017;69.77;  ;0.73;  ;14.31;  ;7.25;  ;139.64;  ;12.29;  ;48.11;  ;1.07;  ;229.63;  ;0.02;  ;JGJSP
952;10/08/2017;48.06;  ;2.22;  ;23.57;  ;12.58;  ;81.32;  ;2.1;  ;34.66;  ;0.7;  ;175.71;  ;1.06;  ;JGJSP
953;11/08/2017;69.69;  ;3.03;  ;28.39;  ;15.6;  ;134.62;  ;-6.01;  ;27.2;  ;0.45;  ;190.43;  ;0;  ;JGJSP
954;12/08/2017;87.31;  ;1.65;  ;17.57;  ;9.27;  ;124.81;  ;-4.17;  ;26.84;  ;0.34;  ;94.42;  ;0;  ;JGJSP
955;13/08/2017;82.63;  ;0.99;  ;19.05;  ;9.92;  ;103.02;  ;-10.78;  ;23.72;  ;0.53;  ;224.49;  ;0;  ;JGJSP
956;14/08/2017;89.44;  ;1.68;  ;22.59;  ;11.97;  ;112.44;  ;-15.04;  ;21.64;  ;0.56;  ;209.47;  ;0.02;  ;JGJSP
957;15/08/2017;82.78;  ;0.98;  ;22.29;  ;11.39;  ;150.62;  ;-15.65;  ;21.61;  ;1.03;  ;179.2;  ;0;  ;JGJSP
958;16/08/2017;57.61;  ;0.64;  ;19.42;  ;10.06;  ;161.98;  ;-20.02;  ;13.98;  ;1.21;  ;204.98;  ;0;  ;JGJSP
959;17/08/2017;62.04;  ;0.55;  ;13.76;  ;6.78;  ;132.44;  ;-39.48;  ;0.5;  ;0.86;  ;156.81;  ;0;  ;JGJSP
960;18/08/2017;69.47;  ;0.69;  ;16.31;  ;8.19;  ;136.37;  ;-39.48;  ;0.52;  ;0.63;  ;112.24;  ;0;  ;JGJSP
961;19/08/2017;61.03;  ;0.65;  ;13.03;  ;6.43;  ;129.7;  ;-39.5;  ;0.52;  ;0.8;  ;126.82;  ;0;  ;JGJSP
962;20/08/2017;55.13;  ;0.58;  ;11.49;  ;5.73;  ;126.18;  ;-39.54;  ;0.5;  ;0.67;  ;140.05;  ;0;  ;JGJSP
963;21/08/2017;62.63;  ;3.74;  ;18.8;  ;10.72;  ;154.44;  ;-39.55;  ;0.55;  ;0.37;  ;104.97;  ;0;  ;JGJSP
964;22/08/2017;97.44;  ;2.66;  ;25.58;  ;14.1;  ;131.63;  ;-39.58;  ;0.45;  ;0.71;  ;197.33;  ;0;  ;JGJSP
965;23/08/2017;78.67;  ;1.31;  ;19.58;  ;10.27;  ;156.89;  ;-39.59;  ;0.54;  ;0.47;  ;118.24;  ;0;  ;JGJSP
966;24/08/2017;60.04;  ;0.58;  ;13.33;  ;6.71;  ;162.07;  ;-39.6;  ;0.52;  ;0.82;  ;125.95;  ;0;  ;JGJSP
967;25/08/2017;56.14;  ;0.57;  ;14.39;  ;7.21;  ;165.01;  ;-39.6;  ;0.49;  ;0.91;  ;136.51;  ;0;  ;JGJSP
968;26/08/2017;72.14;  ;1.04;  ;18.9;  ;9.69;  ;178.41;  ;-39.59;  ;0.51;  ;0.63;  ;99.93;  ;0;  ;JGJSP
969;27/08/2017;71.57;  ;1.25;  ;15.73;  ;8.09;  ;193.88;  ;-39.55;  ;0.46;  ;0.64;  ;110.19;  ;0;  ;JGJSP
970;28/08/2017;69.22;  ;2.06;  ;16.09;  ;8.76;  ;131.02;  ;---;4) ;0.43;  ;0.47;  ;121.52;  ;0;  ;JGJSP
971;29/08/2017;76.46;  ;1.35;  ;17.44;  ;9.22;  ;103.16;  ;---;4) ;0.4;  ;0.9;  ;226.47;  ;0.23;  ;JGJSP
972;30/08/2017;45.87;  ;1.77;  ;21.96;  ;11.96;  ;150.13;  ;---;4) ;0.41;  ;0.66;  ;160.26;  ;0;  ;JGJSP
973;31/08/2017;75.06;  ;2.89;  ;21.94;  ;12.49;  ;159.23;  ;---;4) ;0.4;  ;0.74;  ;146.18;  ;0;  ;JGJSP
974;01/09/2017;48.92;  ;0.33;  ;9.84;  ;4.81;  ;139.16;  ;---;4) ;0.42;  ;1.04;  ;155.43;  ;0;  ;JGJSP
975;02/09/2017;71.21;  ;1.42;  ;13.09;  ;6.63;  ;140.42;  ;---;4) ;0.41;  ;0.7;  ;106.14;  ;0;  ;JGJSP
976;03/09/2017;111.71;  ;2.65;  ;20.48;  ;11.53;  ;165.88;  ;---;4) ;0.4;  ;0.43;  ;115.9;  ;0;  ;JGJSP
977;04/09/2017;102.33;  ;1.9;  ;20.19;  ;11.44;  ;132.54;  ;---;4)A);0.4;  ;0.76;  ;163.74;  ;0;  ;JGJSP
978;05/09/2017;63.19;  ;1;  ;14.62;  ;7.81;  ;123.58;  ;---;4)A);0.46;  ;0.96;  ;208.28;  ;0.03;  ;JGJSP
979;06/09/2017;52.49;  ;2.62;  ;18.3;  ;10.54;  ;119.85;  ;---;4) ;0.41;  ;0.46;  ;181.62;  ;0.07;  ;JGJSP
980;07/09/2017;84.01;  ;7.93;  ;21.44;  ;14.06;  ;130.32;  ;---;4) ;0.39;  ;0.32;  ;78.61;  ;0;  ;JGJSP
981;08/09/2017;74.63;  ;3.31;  ;20.01;  ;11.15;  ;164.45;  ;---;4) ;0.39;  ;0.5;  ;99.99;  ;0;  ;JGJSP
982;09/09/2017;70.19;  ;2.46;  ;19.96;  ;11.05;  ;161.38;  ;---;4) ;0.38;  ;0.76;  ;156.39;  ;0;  ;JGJSP
983;10/09/2017;46.95;  ;0.55;  ;9.69;  ;4.72;  ;167.91;  ;---;4) ;0.38;  ;1.18;  ;197.29;  ;0.42;  ;JGJSP
